Cluster;corr_Duration_ImpactSpeed;corr_Duration_Amplitude;corr_ImpactSpeed_Amplitude
1;-0.476525814090909;0.196368931181818;0.758944524909091
2;0.331476595545455;0.926460738636364;0.995966663090909
3;0.00989367372727273;0.478552702363636;0.980378830909091
